Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
File,DisabledIfSystemPropertyCondition.java,7,1,,,,,3,,36
File,DisabledIfSystemPropertyConditionTests.java,12,1,,,,,12,,73
File,DisabledIfSystemPropertyIntegrationTests.java,10,1,,,,,10,,74
File,DisabledInNativeImage.java,0,0,,,,,0,,16
File,DisabledOnJre.java,0,0,,,,,3,,23
File,DisabledOnJreCondition.java,2,1,,,,,2,,11
File,DisabledOnOpenJ9.java,0,0,,,,,0,,11
File,DisabledOnOpenJ9.java,0,0,,,,,0,,11
File,DisabledOnOs.java,0,0,,,,,3,,22
File,DisabledOnOsCondition.java,7,1,,,,,4,,35
